engine,case_id,scope,axis,scheme,slip_per_side_bp,shares,coverage,buy_px,sell_px,buy_fee,sell_fee,stamp_fee,net_pnl,net_return,pnl_delta,return_delta_bp,baseline_local_rank,scenario_local_rank,local_rank_delta
v7,down,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.8,59.903999999999996,62.20799999999999,103.68,7454.207999999984,0.03731957335876152,181.2479999999632,9.328831259173345,5.0,5.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,unchanged_price,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,missing_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,overnight,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_down_release,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,limit_exhausted,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,19200,commission_proxy_only,10.4052,10.69465,199.77984000000004,205.33728,0.0,5152.322879999963,0.025764239796646483,-202.55712000004132,-10.262773784861027,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,19200,commission_proxy_only,10.4104,10.6893,199.87968,205.23456000000002,0.0,4949.76575999998,0.02473898767028704,-405.11424000002444,-20.515295048455435,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,19200,commission_proxy_only,10.4208,10.6786,200.07935999999998,205.02912,0.0,4544.651520000014,0.02269155303471294,-810.2284799999907,-40.98964140419645,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,19200,commission_proxy_only,10.4,10.7,199.68,205.44,0.0,5354.880000000005,0.026790517175132585,0.0,0.0,9.0,9.0,0.0
v7,no_next_bar,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,19200,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.4,10.7,59.903999999999996,61.632,102.72,5535.743999999977,0.02771476249432851,180.8639999999723,9.242453191959237,9.0,9.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,100000.0,commission_proxy_only,10.0,10.6,1000.0,1060.0,0.0,57940.0,0.05788211788211788,0.0,0.0,1.0,1.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,100000.0,commission_proxy_only,10.004999999999999,10.5947,1000.4999999999999,1059.47,0.0,56910.030000000144,0.05682476444095649,-1029.9699999998556,-10.573534411613892,1.0,1.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,100000.0,commission_proxy_only,10.009999999999998,10.5894,1000.9999999999998,1058.94,0.0,55880.06000000029,0.05576846729693913,-2059.9399999997113,-21.136505851787543,1.0,1.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,100000.0,commission_proxy_only,10.02,10.5788,1002.0,1057.88,0.0,53820.12000000011,0.05365903557520335,-4119.879999999888,-42.230823069145316,1.0,1.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,100000.0,commission_proxy_only,10.0,10.6,1000.0,1060.0,0.0,57940.0,0.05788211788211788,0.0,0.0,1.0,1.0,0.0
ModeB,close_take_profit,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,100000.0,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.0,10.6,300.0,318.0,530.0,58852.0,0.05883434969509147,912.0,9.52231812973589,1.0,1.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,0,100000.0,commission_proxy_only,10.0,9.4,1000.0,940.0,0.0,-61940.0,-0.061878121878121875,0.0,0.0,2.0,2.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,5,100000.0,commission_proxy_only,10.004999999999999,9.3953,1000.4999999999999,939.5300000000001,0.0,-62910.029999999795,-0.06281577492971777,-970.0299999997951,-9.376530515958908,2.0,2.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,10,100000.0,commission_proxy_only,10.009999999999998,9.390600000000001,1000.9999999999998,939.0600000000002,0.0,-63880.05999999971,-0.0637524912649785,-1940.0599999997066,-18.743693868566307,2.0,2.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,slippage,BILATERAL_10BP,20,100000.0,commission_proxy_only,10.02,9.3812,1002.0,938.12,0.0,-65820.12,-0.06562311939557448,-3880.1199999999953,-37.44997517452609,2.0,2.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,BILATERAL_10BP,0,100000.0,commission_proxy_only,10.0,9.4,1000.0,940.0,0.0,-61940.0,-0.061878121878121875,0.0,0.0,2.0,2.0,0.0
ModeB,gap_stop,SYNTHETIC_LOCAL_PRICE_ONLY_NOT_STRATEGY_REPLAY,fee,REPLACE_COMMISSION_3BP_MIN5_STAMP_SELL5BP,0,100000.0,replacement_commission_min5_plus_assumed_sell_stamp5bp_no_transfer,10.0,9.4,300.0,282.0,470.0,-61052.0,-0.06103368989303209,888.0,8.444319850897871,2.0,2.0,0.0
